id,inputProduct,outputProduct,recipeSupply,name,machines,duration,fte
c973bb22_3e60_4799_8e69_661cc11ce3a8,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
c973bb22_3e60_4799_8e69_661cc11ce3a8,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
c973bb22_3e60_4799_8e69_661cc11ce3a8,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
c973bb22_3e60_4799_8e69_661cc11ce3a8,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
c973bb22_3e60_4799_8e69_661cc11ce3a8,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
c973bb22_3e60_4799_8e69_661cc11ce3a8,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
c973bb22_3e60_4799_8e69_661cc11ce3a8,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
c973bb22_3e60_4799_8e69_661cc11ce3a8,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Mirabel FAL,1,7143,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
25de502c_71c3_4b34_ac83_e7fb8f38e83a,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Mobile FAL,1,7571.58,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
3b1a3b43_14c5_4385_97c3_8376ccbc793e,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Tianjin FAL,1,7357.29,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,c1ead980_7709_4e21_b183_b229044a4643,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,e75cd45c_6398_4881_b117_defc46574296,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,0dc67983_0317_4b51_b312_d93a32e2b031,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d62c3041_4686_43b8_aaad_f3c790683965,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
2a17a4a0_2a8e_4ecf_bb4a_c4a86e165a87,4703c740_ad2b_4b53_b472_8648aa9873b7,6ac7cd56_350e_4c3f_be2c_e048445cb32c,d73df91e_0efa_4466_b8c0_b11ca691b4fa,Assemble S123456 Full Fuselage in Toulouse FAL,1,6571.56,1
a1496883_40fb_4641_a18c_f66cc6b0e622,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in Nantes,1,13428.84,1
a1496883_40fb_4641_a18c_f66cc6b0e622,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in Nantes,1,13428.84,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in St. Nazaire,1,13714.56,1
9c8bbb6d_1d5e_4a72_820e_818042d4fe18,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in St. Nazaire,1,13714.56,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,2e169a0f_0e01_401e_8ec7_008d6cf84f62,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,d613cd61_1d3c_430b_92e8_c8529b30315e,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,def1aa1d_ca7d_4820_98a5_cd16b7ed3632,0dc67983_0317_4b51_b312_d93a32e2b031,64b157ad_6f0b_42a0_bb3d_9c168fa43427,Assemble Section 1 in Toulouse,1,13143.12,1
f3f237d4_be35_4c7a_b6f8_7d43a76e24d8,1dbe71c3_de17_48e2_ab8c_78fbc2a4d6d4,0dc67983_0317_4b51_b312_d93a32e2b031,35fe063c_addd_4c2f_b2f4_91d9e1d1076f,Assemble Section 1 in Toulouse,1,13143.12,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,bdcdece2_daa9_403f_a491_9887a5345a80,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,bdcdece2_daa9_403f_a491_9887a5345a80,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,090bb9eb_1aa8_4537_a865_8bf20766e633,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f720d6ce_b29a_4e33_80d0_8423d6386743,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,bdcdece2_daa9_403f_a491_9887a5345a80,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f720d6ce_b29a_4e33_80d0_8423d6386743,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f720d6ce_b29a_4e33_80d0_8423d6386743,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f720d6ce_b29a_4e33_80d0_8423d6386743,91e81215_5fed_40a1_bb1e_92f1cc74c967,090bb9eb_1aa8_4537_a865_8bf20766e633,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,090bb9eb_1aa8_4537_a865_8bf20766e633,Assemble Section 2 in Algiers,1,1500.45,1
0ca7bc16_3058_4a7a_a619_f2626ea72ee1,bdcdece2_daa9_403f_a491_9887a5345a80,91e81215_5fed_40a1_bb1e_92f1cc74c967,090bb9eb_1aa8_4537_a865_8bf20766e633,Assemble Section 2 in Algiers,1,1500.45,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,bdcdece2_daa9_403f_a491_9887a5345a80,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,090bb9eb_1aa8_4537_a865_8bf20766e633,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,f720d6ce_b29a_4e33_80d0_8423d6386743,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,bdcdece2_daa9_403f_a491_9887a5345a80,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,090bb9eb_1aa8_4537_a865_8bf20766e633,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,f720d6ce_b29a_4e33_80d0_8423d6386743,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,bdcdece2_daa9_403f_a491_9887a5345a80,91e81215_5fed_40a1_bb1e_92f1cc74c967,52c471ec_43f8_4037_ba90_253828764bda,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,f720d6ce_b29a_4e33_80d0_8423d6386743,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,ec22b3fb_399e_40fc_a16f_a358a9f02ff0,91e81215_5fed_40a1_bb1e_92f1cc74c967,afe9ecf0_5eb6_4991_9941_398198d4464d,Assemble Section 2 in Augsburg,1,1429,1
eb3180f8_6223_47d2_a311_f9b55f15da6e,f5663589_dba2_4894_96d5_9432b2c9f6bb,91e81215_5fed_40a1_bb1e_92f1cc74c967,589fab14_c634_437a_aef7_68c8cc744e5f,Assemble Section 2 in Augsburg,1,1429,1
